,GSM1377859,GSM1377860,GSM1377861,GSM1377862,GSM1377863,GSM1377864,GSM1377865,GSM1377866,GSM1377867,GSM1377868,GSM1377869,GSM1377870,GSM1377871,GSM1377872,GSM1377873,GSM1377874,GSM1377875,GSM1377876,GSM1377877,GSM1377878,GSM1377879,GSM1377880,GSM1377881,GSM1377882,GSM1377883,GSM1377884,GSM1377885,GSM1377886,GSM1377887,GSM1377888,GSM1377889,GSM1377890,GSM1377891,GSM1377892,GSM1377893,GSM1377894,GSM1377895,GSM1377896,GSM1377897,GSM1377898,GSM1377899,GSM1377900,GSM1377901,GSM1377902,GSM1377903,GSM1377904,GSM1377905,GSM1377906,GSM1377907
ENSMUSG00000064837,1.956596269,0,2.287944979,1.960806477,2.078703259,0,0,2.067621283,0,2.243301027,1.745174762,0,0,0,1.785614525,0,0,0,2.559444568,2.08725242,2.115074385,0,0,0,0,0,0,0,0,0,0,0,0,2.59790899,0,2.217096855,0,2.583075158,0,0,2.581641369,2.333013771,0,0,2.133564454,2.234572959,2.708361404,2.340610662,2.481220408
ENSMUSG00000065176,0,0,0,0,0,0,0,0,0,2.541511848,2.440121603,2.424254232,2.635508879,2.255277331,1.529806221,0,1.797244683,1.557024518,1.577990148,0,0,0,0,0,0,1.581925777,0,0,0,2.539780941,2.385384602,1.941685811,2.378848316,2.246395165,2.651557114,2.143558109,2.076250751,0,0,0,0,2.506605139,2.468415276,2.741191795,2.178913668,1.677982692,0,0,0
ENSMUSG00000087881,0,2.019867863,2.363501042,0,0,0,0,1.825463768,0,0,0,0,0,0,0,0,2.55065632,0,0,0,0,0,0,0,0,0,0,0,0,1.732959582,2.058957179,1.618134947,2.357845312,2.652792493,2.388525693,1.644693576,1.571956763,2.890173339,1.996163046,2.129212808,2.340148535,2.086185366,0,2.399171657,2.42619722,2.681971685,1.883124622,1.924010354,2.79122102
ENSMUSG00000084737,0,0,0,0,0,0,0,0,0,0,0,2.922431159,0,2.629065902,0,0,0,0,2.991230064,0,0,2.476756294,0,0,2.958130806,0,0,0,0,0,0,0,0,0,0,0,0,0,3.238181642,0,2.696859424,2.970211545,3.055351569,0,0,0,0,0,0
ENSMUSG00000064405,0,0,0,0,0,0,0,0,0,0,0,0,0,2.629805992,0,0,1.388211361,0,1.16E-14,0,0,0,0,0,0,0,0,2.253817597,0,1.027759649,0,2.206526352,3.066214075,0,8.08E-11,2.63110574,0,0,0,2.50985549,0,0,1.877182957,2.701161993,0,2.585634413,3.024148938,2.730064855,2.723843819
ENSMUSG00000093190,0,0,0,0,0,0,0,0,0,1.979242349,0,0,1.785780982,0,0,0,1.785793073,2.176719084,0,2.167465029,0,0,0,0,0,0,0,0,0,2.302378556,0,2.367148976,2.720422282,1.905828249,2.581337417,2.218052103,2.154009872,2.000875957,2.664866585,0,1.946374635,2.742951251,2.574870093,1.910378377,0,0,2.50575621,2.228751861,1.92276489
ENSMUSG00000064899,2.568591241,2.375101868,2.517091602,2.362350508,2.70515955,2.16077456,2.362229817,2.300499833,0,0,2.577021634,0,2.326311278,1.743946192,0,0,1.675370426,0,0,0,1.741468337,0,2.183597221,2.48105833,0,0,0,0,1.940513995,0,0,0,0,0,0,1.85211264,0,0,0,2.450262969,1.819855726,2.091642341,2.576077468,0,0,1.87021891,1.740620031,0,0
ENSMUSG00000093823,0,0,0,0,0,0,0,0,0,2.421050836,0,2.474318268,2.65128383,2.351605005,2.332092907,2.463453995,2.451927597,2.048880538,2.07045902,0,2.069198035,2.200855968,2.337870398,2.110320297,0,0,1.867482809,1.969946806,0,0,0,0,0,2.16533634,2.50636295,2.185046102,0,0,0,0,2.136032125,0,0,0,2.084894287,0,0,2.128328173,0
ENSMUSG00000077564,0,0,0,0,0,0,0,0,0,0,0,0,0,2.319728414,0,0,1.950834437,0,0,0,0,0,0,0,0,0,2.405510278,2.189958886,0,0,2.678342623,0,0,2.116777046,0,0,2.66099442,2.901641373,3.077774752,2.958862865,0,2.359621127,0,0,0,0,1.993834188,2.757089181,0
ENSMUSG00000075833,2.826103323,0,0,0,0,0,0,0,0,0,2.619522193,2.502160726,0,0,0,0,2.626017864,2.69135472,0,0,2.740656331,0,2.70474919,0,2.71178952,0,2.504204359,0,0,0,2.707462015,0,0,0,0,0,0,0,0,0,0,2.726263334,0,0,0,0,0,0,0
ENSMUSG00000065922,2.452211314,2.534104831,2.516282788,2.209335362,2.468217318,0,1.640341287,2.443729115,0,0,1.873365947,1.743476055,0,0,0,1.876219573,0,0,1.659129577,0,0,0,0,0,0,0,0,1.964305368,0,2.057399817,2.083420196,2.23957974,2.15983178,1.655901622,2.406850037,1.969017782,1.606631765,2.706294374,2.582177038,2.375153132,2.448690864,2.683019106,2.687744717,2.805455319,2.09584904,2.415168737,2.644073077,2.557985745,2.723724047
ENSMUSG00000077426,0,0,0,0,0,0,2.321438932,0,0,0,0,2.109821441,0,2.418193533,0,0,0,0,2.450065804,0,0,2.143380204,0,0,0,2.374334011,0,0,0,0,2.692483828,2.726998457,0,2.189512772,1.949298746,2.613841822,0,0,2.438673646,0,0,2.561206365,0,0,0,0,2.933686673,1.877989516,0
ENSMUSG00000064981,1.983616816,1.92115147,0,1.979006307,2.089467065,0,0,2.075517764,0,2.715735168,2.685795462,0.045910248,1.988623606,0.000248709,2.326395265,1.89031369,2.270030987,2.537602523,2.179706869,1.240372,0,2.073190279,2.230001623,3.16010822,2.321571506,0.060508598,0,0,1.996850395,2.22E-15,0.00069899,2.432776941,0,0.406640653,2.188900373,2.877478466,0,2.857743675,2.445744276,2.466290648,0.007870285,2.448658406,2.446802695,1.856170412,2.337379384,2.291022342,2.088469215,2.931645482,2.479517727
ENSMUSG00000064513,0,0,0,0,0,0,0,0,0,0,2.549922404,0,0.003404893,2.456209598,0.017781102,2.008284981,2.440657244,0,2.432860303,0,0,2.471634903,0,0,0,0,0,0,2.243345668,1.925930083,2.365124673,2.131718085,1.828985817,0,1.848513639,1.782678973,0,0,2.708899975,0,2.284651773,2.338619821,0,2.301398989,0,0,1.909091535,2.295404346,2.147265018
ENSMUSG00000065642,0,0,0,0,0,0,0,2.406168742,0,0,0,0,0,2.139482376,2.109976552,0,0,2.310087639,2.164587787,0,2.302670697,1.677903376,0,0,2.11902482,0,0,0,2.021160345,2.065523697,0,2.412171482,2.284153148,2.641110063,2.774992604,1.966840736,0,2.506972898,2.478593909,0,0,0,0,1.915404584,0,0,0,2.201569169,0
ENSMUSG00000088008,0,0,0,0,0,0,0,0,0,0,2.107308353,2.525722296,0,0,0,2.402615553,0,2.65173727,0,0,0,0,0,0,2.910779101,0,0,0,0,0,0,2.391934951,0,1.929850451,2.28930126,0,2.173180439,0,2.695103255,0,0,2.207914293,0,2.522176793,0,2.279981602,1.865455179,0,2.519652141
ENSMUSG00000065728,1.933757499,0,1.993560108,0,0,0,2.388181158,0,0,2.202605457,0,0,2.710065721,2.065605854,0,0,1.699983333,2.07370369,2.653348571,2.045581131,2.398878807,0,2.069290607,0,0,0,0,0,0,0,0,2.136492265,2.495012591,0,0,0,0,0,1.918457602,0,2.156969916,0,0,0,0,0,2.562826778,2.622340458,2.139261824
ENSMUSG00000094571,0,0,0,0,0,0,0,0,0,0,2.458072521,2.349865904,2.254796934,2.527052176,2.507509107,2.288108314,2.451927597,2.523405659,2.36963881,2.232075752,0,1.902552215,0,2.110320297,0,2.427263712,1.867482809,1.969946806,0,0,0,0,0,0,0,0,0,0,0,2.166607703,0,2.112447474,0,0,0,0,2.052409191,0,0
ENSMUSG00000095361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.923464738,0,0,0,0,2.740656331,3.13083533,2.70474919,0,2.71178952,0,2.504204359,0,0,0,2.707462015,0,0,0,2.838091877,0,0,0,0,0,0,0,0,0,0,0,0,0,3.074809129
ENSMUSG00000076128,2.560150623,0,0.003674064,2.604459343,0,0,0,0,0,3.325452033,2.704087857,2.821004916,2.850328821,3.013515543,3.036005747,2.226996646,2.441226819,2.170774936,3.186874439,2.581486574,3.114964413,3.331483984,2.879539127,3.131762978,2.956018996,3.312807599,2.648851608,3.056100281,3.13958946,3.369017224,3.230678781,3.280744499,2.599474774,3.262047459,3.149219113,3.185678116,3.303474694,3.027316983,3.192280245,3.180962677,3.429109242,3.302962642,3.287730088,3.228338752,2.965740588,3.149840848,3.024432301,2.846368044,3.306999418
ENSMUSG00000092814,0,0,0,0,0,0,0,0,0,0,0,1.667227809,2.25287244,1.85280864,0,0,0,0,0,0,0,2.057259,0,1.990135426,0,0,0,0,0,0,1.865045907,2.789852061,2.24162865,0,0,1.918279932,0,0,2.566477561,0,2.415681005,2.372794212,2.748155454,2.602344361,0,0,1.902695142,2.525165356,2.517503359
ENSMUSG00000096280,0,0,0,0,0,0,3.020705101,0,0,0,0,2.123126123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.647459258,2.849927125,2.444547537,2.876418771,2.95123209,0,2.332107058,0,0,0,2.372166069,0,0,3.140696553,0,0,0,0,0
ENSMUSG00000084708,0,0,2.329650043,2.03433562,2.136051175,0,2.316301709,1.827530811,0,2.72717838,2.318146845,2.623034158,2.314276024,2.718053877,2.340009603,2.791806399,2.361922281,2.651578426,2.646914188,1.674264839,1.97647195,2.435299564,1.587681787,1.673710068,2.348226956,0,2.271890375,0,0,1.449959482,2.241342234,1.48E-07,0,2.236821828,2.436601492,2.637043197,2.316976239,2.951861368,2.686512934,2.588118136,2.843293214,7.93E-05,0,0.593136476,0,2.810380395,2.872259442,2.975834665,2.608811547
ENSMUSG00000084174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97466825,2.020845864,2.077295214,1.846892925,2.193656005,2.183799218,2.208667045,2.046440533,1.908943735,2.314558168,2.326225225,2.36246928,2.209445307,2.362180777,2.153177432,2.256337632,2.431675701,2.43754129,2.272018075,2.37386787
ENSMUSG00000084744,0,0,1.960550209,0,0,2.040408486,0,0,0,0,2.675043818,2.12062657,0,2.074172564,2.043429087,0,1.838330145,2.294071434,1.925541557,1.808170446,0,1.740701307,0,0,0,0,1.416374192,0,0,0,0,0,0,0,2.512896423,0,2.332733276,0,2.228420892,2.175569793,2.572949397,0,0,0,0,2.49553185,2.369069212,0,2.618758085
ENSMUSG00000077221,0,0,0,0,0,0,0,0,0,0,0,2.79048502,2.776091437,3.214862385,2.669022912,0,0,0,0,0,0,0,0,0,2.409202489,0,2.207828182,0,0,0,0,0,0,0,0,3.170742694,0,0,0,0,2.458529073,0,0,0,0,0,3.089315059,0,0
ENSMUSG00000095625,0,0,0,0,0,0,0,0,0,1.686484329,0,0,1.823397927,0,1.784673626,1.973911648,0,2.313687984,2.158651925,1.707163793,2.627586021,2.355344226,2.72316988,2.202643589,0,1.976434812,2.111218813,0,0,1.386670153,0,0,0,2.127694261,2.063558518,2.37578977,1.518523152,2.178046965,2.06338966,2.693321477,1.94411781,2.343304193,0,0,2.368162251,0,2.161362012,2.508858177,1.420665232
ENSMUSG00000065899,0,1.992922269,1.880818735,0,1.649432223,2.279263027,0,0,0,2.421390017,2.112068504,0,0,1.914973775,2.210273028,0,0,0,1.900193923,1.660628353,2.80034447,0,0,0,0,0,1.663910956,0,0,0,2.367972442,0,2.17389688,0.003209409,0,0,0,1.990671331,4.43E-13,2.318737221,2.652917093,2.507619778,0,1.782034526,2.130375587,0,0.581738089,2.318941475,1.06E-15
ENSMUSG00000092686,1.477734624,2.824948066,2.648366843,2.243868618,2.037350789,2.435294782,2.53303957,2.572877408,2.281975968,0.006094701,4.43E-09,8.10E-05,1.331305799,2.057909423,1.163128563,8.51E-08,1.74E-12,2.46169057,1.371963249,2.372361425,0,2.29453897,1.26E-12,2.22633435,2.518865182,0,1.677802159,1.63211296,0,0,0,2.25E-08,4.95E-12,2.371075254,1.846049962,1.579037799,2.374973681,0,0,0.901084897,2.49514177,0,0,0,2.148898664,1.618901196,1.990274017,0,1.976608553
ENSMUSG00000093413,0,0,0,0,0,0,0,0,0,2.184816308,0,0,0,0,2.233430188,2.544071767,0,0,0,0,0,2.471971964,0,0,0,0,0,0,0,0,2.340598768,0,0,2.505813128,2.443497678,0,0,2.287483728,1.952775013,2.863623193,0,0,0,0,0,0,0,2.802597236,2.722264451
ENSMUSG00000044378,2.465046589,2.553261468,2.61802298,2.543979936,2.580342106,2.582816472,0.459579435,2.632486649,2.319143551,1.982535349,2.071348012,1.896800596,1.598125977,1.301902051,1.566161625,2.416309252,2.331963506,1.757349712,1.940001202,2.573899222,2.607730525,2.034600385,2.577381489,1.952012725,2.581395491,2.550640431,1.98955215,2.285755284,1.959640877,0,1.610798519,0,0.995747482,0,1.650393985,0.459597523,0,0,1.908166419,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077577,0,0,0,0,0,0,0,0,0,0,2.852045482,2.73718787,0,0,2.935512304,0,0,0,0,0,0,2.752827173,0,0,0,0,2.722615827,2.855682061,0,0,0,0,0,0,0,3.013187049,0,0,0,0,0,0,0,0,0,0,2.91062067,0,0
ENSMUSG00000077254,0,1.866341696,0,1.856181298,0,0,0,1.968718244,0,1.837736124,2.566213511,2.48834339,0,1.724706673,0,0,2.214915342,2.325394553,1.040127838,0,0,1.894359822,0,2.124905077,0,0,1.578845422,0,0,0,2.345154077,0,1.832805154,1.07297006,0,2.38382075,0,2.177651912,2.544153654,2.114924417,0,0,0,0,0,2.545364029,2.043452665,0,2.254712387
ENSMUSG00000077323,0,0,0,0,0,0,0,0,0,1.911117108,0,2.098003058,2.01416338,0,2.078453193,2.359987174,1.77372795,2.133698546,1.841156043,2.537079536,1.872227386,2.141299234,2.299857992,2.371173189,2.521366944,1.920747698,2.68256833,1.714499923,0,0,0,0,0,0,0,0,0,2.413713739,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065304,0,0,0,0,0,0,0,1.924660677,0,0,2.545042252,0,0,2.129941118,0,2.628539119,1.596668556,0,0,0,0,0,0,0,2.453960132,0,0,0,0,0,0,0,0,1.741324967,2.504601335,0,2.587391018,2.829143537,0,0,0,0,0,0,2.52952788,2.267450996,2.627306444,0,0
ENSMUSG00000077563,0,0,1.734288453,0,2.086971683,0,1.883384307,0,0,3.012736018,2.995264351,2.811288062,3.001292273,3.09252415,3.083007844,2.906072015,2.935795356,3.107803326,3.026553692,3.103023342,3.113899921,3.030028652,3.125201405,3.097108006,3.330482768,3.094795942,2.988239138,3.128567267,3.168205695,3.076210669,3.174504637,3.266943958,3.183927195,3.192059829,3.21089078,3.211141908,3.099062246,3.202556426,3.338344917,3.12910636,3.342442421,3.279787818,3.366114639,3.302198845,3.135838403,3.035761836,3.073736675,3.241142877,3.212270192
ENSMUSG00000088308,1.895073202,0,0,0,0,0,0,2.475575313,0,0,0,0,0,0,0,0,0,0,0,0,1.781507648,0,0,0,0,0,0,0,0,1.921182714,0,2.747625406,0,2.709225851,2.181649255,2.125780452,0,0,0,2.1321668,0,2.625328917,0,2.397007882,0,2.461292886,2.892856733,0,0
ENSMUSG00000095206,1.605930712,0,0,0,1.451975151,1.897974937,1.18657496,1.906612449,2.074340942,0,0,0,0,0,0,0,0,0,1.496856337,0,0,0,0,0,0,0,0,0,0,2.254451395,2.484420855,2.136159109,2.026050901,2.602702272,0,0,2.192126803,2.314993659,0,2.464447815,0,2.081109569,2.227503637,0,1.517206458,2.300867105,2.558630582,2.017746833,1.736555051
ENSMUSG00000073377,2.473390612,2.462003959,2.414221033,2.455149521,2.54520317,2.538444281,2.032880548,2.496133635,2.692045422,1.849968845,1.831449348,1.522150692,1.784366199,1.774292096,0.85221763,1.999842757,1.979257382,1.938456177,1.722103068,2.284539012,2.38092543,2.156564294,2.335648427,2.117241458,2.076316331,1.945753098,2.037255137,1.962820919,1.923019039,0,0,0,0,0.375923199,0,0,0,0,0,0,0.093699335,0,0,0,0,0,1.099293816,0.16816648,0
ENSMUSG00000077293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.659615796,0,2.226723604,2.296891052,2.486446065,2.527409476,0,0,0,0,0,0,2.416568951,2.435766352,0,0,2.299265351,2.633959032,1.778966235,0,1.795770214,2.063524752,0,0,1.815230971,0,0,0,0,0,0,2.746177093,1.99024648,0,0
ENSMUSG00000065852,0,0,0,0,0,0,0,0,0,2.579997263,0,1.847225208,2.080727474,0,0,0,2.127927234,0,0,1.915076765,0,0,0,0,0,0,1.830853527,2.213358354,0,2.393603278,2.364693548,0,2.617499388,1.808221779,0,0,2.453932646,0,0,0,0,2.072643195,0,2.48895662,0,0,2.49396246,0,0
ENSMUSG00000085770,2.420813582,2.407645797,2.374403706,2.380533224,2.49588692,2.528741919,2.05648178,2.493649015,2.635974062,1.196220414,1.605595915,1.48174352,1.770163957,1.357864364,1.073956506,2.015694989,1.897336732,1.827565049,1.295186513,2.119275689,2.270676507,1.470741158,2.235215238,2.326456709,2.112618405,2.029391895,0,0,1.954011307,0,0,0,0,0,0,0,0,0,1.224908408,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060863,2.426071865,2.391994833,2.280027186,2.402830322,2.496960075,2.563171273,1.043495887,2.484888941,2.715934018,2.012309848,1.92595017,1.713535902,1.956679771,1.865690735,1.667843176,2.061735131,2.072724016,1.970711735,1.898792624,2.269230327,2.310045104,2.09439775,2.196330966,2.230362054,2.214446446,2.256104106,1.913778896,1.849792121,2.18400965,0.951253469,0.953043167,0,0.077938836,0,0.269181493,0,0,0,0,0,0,0,0,0,0.134864674,0,0,0,0
ENSMUSG00000077709,0,0,0,0,0,0,1.76024149,0,0,2.101138498,0,2.335064551,0,0,0,0,0,0,0,0,1.75567976,2.046112598,0,0,0,0,0,0,0,1.93E-16,0,0,2.957464095,2.191909102,2.484413738,0,1.760393077,1.873007122,2.732070331,0,0,0,2.583755176,0,0,2.124233522,2.576390882,0,0
ENSMUSG00000094551,0,0,0,0,0,0,0,0,0,0,3.220798225,0,2.613317393,2.68444498,0,0,0,0,3.050097354,0,0,0,3.181297519,0,0,0,2.980418368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.774146015
ENSMUSG00000093262,0,0,0,0,0,0,0,0,0,2.004871418,1.829820115,1.698390269,1.811676195,1.883425774,1.859921483,0,0,0,0,0,1.982436324,0,0,0,0,0,1.770281902,0,0,2.031238753,0,1.921694797,1.973938857,0,0,1.947742912,0,0,2.595858717,2.462857508,0,1.929446004,0,0,0,2.48689782,2.23253109,2.652192172,2.248463718
ENSMUSG00000096684,0,0,2.365349438,1.920198486,2.037761055,0,2.111524625,2.504152671,2.387028357,1.843561646,2.281599173,2.042023927,2.253185297,2.051194985,0,2.37883924,2.283197167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09990153,0,0,0,0,0,2.204564907,1.874007836,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040913,2.500425854,2.489371997,2.426769809,2.428939438,2.507006684,2.587906185,1.755350338,2.495652551,2.559021582,1.812535022,2.128857879,1.558145542,1.618963858,1.480646409,0.750071567,2.193605953,1.967983924,1.905583807,1.462915847,2.230548542,2.277370803,1.733983261,1.949310948,1.943992334,2.026782412,1.974954052,1.656690279,1.649007554,1.755819994,0,0,0,0.656770694,9.51E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080533,0,0,0,0,0,0,0,0,0,0,0,2.585484418,2.812397911,2.59480786,0,2.530272715,2.22392924,0,2.630619045,0,0,0,0,0,0,0,2.687512017,0,0,0,0,0,0,0,2.427849492,2.571262665,0,0,0,0,0,0,0,0,0,0,2.028717619,0,0
ENSMUSG00000064719,0,0,0,0,0,0,0,0,0,0,2.915026593,0,0,0,0,0,0,3.163951096,2.74722764,0,0,3.00358546,0,0,0,0,0,0,0,0,0,0,0,0,2.837514577,0,0,0,2.816549507,0,0,0,0,0,0,2.794099587,0,0,0
ENSMUSG00000084034,0,0.54796413,0,0,0,0,0,0,0,2.623058986,2.532226792,2.421646696,2.488884769,2.615050036,2.547327878,2.517574585,2.473678164,2.610195816,2.567231107,2.73266953,2.640841047,2.480686614,2.630492963,2.714958947,2.651644295,2.738939031,2.454059372,2.523890774,2.796752593,2.773034919,2.67097278,2.721321656,2.740605037,2.701921838,2.757364139,2.747167789,2.667038074,2.775029787,2.768615905,2.712686733,2.710619941,2.729129137,2.800815333,2.748001085,2.659032458,2.786036945,2.680048911,2.760260347,2.687299715
ENSMUSG00000088252,0,0,0,2.983548712,0,0,0,0,0,0,2.746599952,0,0,0,3.116162597,0,0,0,0,0,0,2.65134199,0,0,2.835129748,0,0,0,0,0,0,0,0,0,0,0,0,3.012849874,0,0,0,0,0,0,0,0,0,2.865163812,0
ENSMUSG00000094128,0,0,0,0,0,0,0,0,0,0,1.983965292,0,2.254796934,0,2.332092907,1.989310519,2.673162883,0,0,0,0,1.902552215,2.038830702,2.110320297,0,0,0,0,0,0,2.118294494,2.155439284,0,0,0,0,2.109841676,0,0,2.166607703,2.136032125,2.112447474,0,0,0,0,2.052409191,2.128328173,0
ENSMUSG00000066359,2.545320727,2.529497085,2.360097118,2.538479476,2.6382306,2.731977764,2.070916654,2.633591657,2.879505885,2.201858488,2.152181287,1.917636776,2.102622339,2.053623851,1.969595744,2.244660516,2.263392227,2.167258243,2.042154007,2.478276388,2.412898821,2.206188803,2.333374718,2.423740524,2.349939637,2.427692172,2.063629794,2.056775306,2.42579335,1.004494627,0.838128446,0.922579631,0.086329215,1.161619521,0.228306405,0,1.354981914,0,0,0,1.424857146,0.077987831,1.393053737,0,0,0,0.188412365,0,0
ENSMUSG00000086727,2.494890322,2.505600325,2.481535784,2.495458303,2.548641199,2.554486737,2.14782467,2.596362843,2.759965329,1.78414209,1.886565169,1.692707711,1.808508056,1.896145216,1.34474389,1.877488256,2.079322369,1.608219994,1.653902975,2.300741094,2.190995241,1.907592995,2.160816548,2.28770098,2.133561261,2.310036596,1.684657785,1.975427213,2.030417547,0,0,0,0,1.023312968,1.280846876,0,0,1.25879048,1.433694646,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002699,2.377249775,2.358443131,2.271023341,2.432379147,2.243422539,2.479520606,0,2.470563364,2.50639543,0,0,0,0,0,0,0,0.074577294,0,0,0.388429819,2.12498325,1.817089169,2.143629875,2.210436242,0,0,2.125331595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095176,0,0,0,0,0,0,0,0,0,2.45240904,0,0,2.248375477,0,0,0,2.408189068,2.361236617,0,0,2.695795026,0,2.725724649,2.556613634,2.492553666,2.4462435,0,0,2.39765328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059108,2.496907518,2.4836201,2.378632248,2.434961508,2.574413279,2.599001586,0.474394026,2.469216526,2.583954446,1.461114185,1.855350735,1.412964272,1.761396291,0.289247268,0,1.943487096,1.585525023,1.395352607,1.543924083,1.515804987,2.184103458,1.513931068,2.145441929,2.175323327,1.92223329,2.175874058,2.009727023,0,1.672398064,1.188016774,0,0,0,0,0,0,0,1.694857806,0.474114237,0,0,0,0,0,0,1.712606775,0,0,0
ENSMUSG00000095288,0,0,0,0,0,0,0,0,0,0,0,0,1.80090601,1.221239442,2.106211302,1.631716639,0,2.25947442,1.254533576,0,0,1.091501648,0,0,0,0,0,1.938462182,0,1.91946094,2.458583464,1.912655072,1.735034909,1.696069677,1.596630079,0,2.214528605,0,2.093827771,1.282708193,2.166859164,2.274658847,2.637764829,2.325515663,1.516200766,1.618690168,2.206874428,2.528334252,0
ENSMUSG00000084847,2.440636776,2.392267722,2.441969919,2.452171452,2.540306946,2.358865297,0.136504,2.46085877,2.541416977,1.342404914,1.66659566,1.403751763,0,1.070481175,0.202046169,1.8288596,1.51081435,1.59182896,1.152071143,2.144748513,2.185788553,2.087696254,1.643228562,1.127985458,1.513021724,2.311238758,0,0,1.736068067,0,0,0,0,0,0,0,0,1.38062001,0.216766371,0.253479516,0,0,0,0,0,0,0,0,0
ENSMUSG00000093107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.669702645,0,0,0,2.518262503,0,0,2.38E-09,0,0,0,0,0,0,0,0,2.84672298,0,0,0,2.427825168,0,0,0,0,0,0,2.297478183,0,0,7.47E-08,2.808614011,0,2.904919935,2.968901631
ENSMUSG00000042279,2.704384767,2.66971937,2.515877816,2.661884589,2.820716263,2.925947594,2.273086964,2.809960831,3.057723144,1.788528955,1.551503672,0,0.946240962,1.304680059,1.596267126,1.583657772,1.602549383,1.399927995,1.144430976,1.553732575,1.108734109,1.845187371,2.043821876,1.883956542,1.979174921,1.109274738,1.729942744,0,1.944736759,0,0.933181453,0.952652982,0,1.43155031,0,0.092275247,0,0,0,0,0.097135787,0.460661847,0,0.17395333,1.362804683,0,0,1.527615725,0
ENSMUSG00000077575,1.942894597,1.945874623,1.699175811,0,0,2.22472207,2.442114306,0,0,3.051229723,2.769913954,2.45096618,2.297289862,3.170543329,1.768242839,2.573927025,2.571729789,2.75709374,2.306051696,2.354404274,1.837718455,2.127872238,1.803077283,0,0,3.320050689,1.926341932,2.305802629,2.490735017,1.975830074,2.932402222,2.452686318,2.853231429,1.866906727,2.921342024,2.659257131,2.801918658,2.733826977,3.133746426,2.785231574,3.044277066,3.219083935,2.528083289,2.93364569,0,2.991828795,2.983283858,3.133558068,3.199038988
ENSMUSG00000087819,0,0,0,1.72652835,0,0,0,0,0,1.666312953,2.349596088,0,0,0,2.233625508,0,0,1.581852986,2.189852309,1.777477572,0,0,0,0,0,0,0,0,2.450011876,1.760702121,1.612272996,0,0,1.649201434,0,0,2.670880128,0,0,0,0,2.22137511,2.404019078,0,0,0,1.579224368,2.833956912,1.639740418
